SKU,Region,Date,Units Sold,Source File
SKU005,South,2026-08-14,15,planner_export_south_week32.csv
SKU006,South,2026-08-14,6,planner_export_south_week32.csv
SKU007,South,2026-08-14,31,planner_export_south_week32.csv
SKU008,South,2026-08-14,9,planner_export_south_week32.csv
SKU001,West,2026-08-14,8,planner_export_west_week32.xlsx
SKU002,West,2026-08-14,8,planner_export_west_week32.xlsx
SKU003,West,2026-08-14,22,planner_export_west_week32.xlsx
SKU005,West,2026-08-14,19,planner_export_west_week32.xlsx
SKU006,West,2026-08-14,9,planner_export_west_week32.xlsx
SKU007,West,2026-08-14,31,planner_export_west_week32.xlsx
SKU008,West,2026-08-14,7,planner_export_west_week32.xlsx
SKU001,Central,2026-08-15,12,planner_export_central_week32.csv
SKU002,Central,2026-08-15,8,planner_export_central_week32.csv
SKU003,Central,2026-08-15,20,planner_export_central_week32.csv
SKU004,Central,2026-08-15,2,planner_export_central_week32.csv
SKU005,Central,2026-08-15,22,planner_export_central_week32.csv
SKU006,Central,2026-08-15,13,planner_export_central_week32.csv
SKU007,Central,2026-08-15,21,planner_export_central_week32.csv
SKU008,Central,2026-08-15,2,planner_export_central_week32.csv
SKU001,East,2026-08-15,8,planner_export_east_week32.csv
SKU002,East,2026-08-15,7,planner_export_east_week32.csv
SKU003,East,2026-08-15,25,planner_export_east_week32.csv
SKU004,East,2026-08-15,5,planner_export_east_week32.csv
SKU005,East,2026-08-15,11,planner_export_east_week32.csv
SKU006,East,2026-08-15,7,planner_export_east_week32.csv
SKU007,East,2026-08-15,45,planner_export_east_week32.csv
SKU008,East,2026-08-15,8,planner_export_east_week32.csv
SKU001,North,2026-08-15,7,planner_export_north_week32.xlsx
SKU002,North,2026-08-15,12,planner_export_north_week32.xlsx
SKU003,North,2026-08-15,23,planner_export_north_week32.xlsx
SKU004,North,2026-08-15,5,planner_export_north_week32.xlsx
SKU005,North,2026-08-15,16,planner_export_north_week32.xlsx
SKU006,North,2026-08-15,11,planner_export_north_week32.xlsx
SKU007,North,2026-08-15,26,planner_export_north_week32.xlsx
SKU008,North,2026-08-15,8,planner_export_north_week32.xlsx
SKU001,South,2026-08-15,9,planner_export_south_week32.csv
SKU002,South,2026-08-15,12,planner_export_south_week32.csv
SKU003,South,2026-08-15,26,planner_export_south_week32.csv
SKU004,South,2026-08-15,5,planner_export_south_week32.csv
SKU005,South,2026-08-15,6,planner_export_south_week32.csv
SKU006,South,2026-08-15,13,planner_export_south_week32.csv
SKU007,South,2026-08-15,24,planner_export_south_week32.csv
SKU008,South,2026-08-15,5,planner_export_south_week32.csv
SKU001,West,2026-08-15,13,planner_export_west_week32.xlsx
SKU002,West,2026-08-15,8,planner_export_west_week32.xlsx
SKU003,West,2026-08-15,19,planner_export_west_week32.xlsx
SKU004,West,2026-08-15,6,planner_export_west_week32.xlsx
SKU005,West,2026-08-15,10,planner_export_west_week32.xlsx
SKU006,West,2026-08-15,7,planner_export_west_week32.xlsx
SKU007,West,2026-08-15,25,planner_export_west_week32.xlsx
SKU008,West,2026-08-15,3,planner_export_west_week32.xlsx
SKU001,Central,2026-08-16,11,planner_export_central_week32.csv
SKU002,Central,2026-08-16,10,planner_export_central_week32.csv
SKU003,Central,2026-08-16,3,planner_export_central_week32.csv
SKU004,Central,2026-08-16,8,planner_export_central_week32.csv
SKU005,Central,2026-08-16,11,planner_export_central_week32.csv
SKU006,Central,2026-08-16,8,planner_export_central_week32.csv
SKU007,Central,2026-08-16,20,planner_export_central_week32.csv
SKU008,Central,2026-08-16,7,planner_export_central_week32.csv
SKU001,East,2026-08-16,14,planner_export_east_week32.csv
SKU002,East,2026-08-16,2,planner_export_east_week32.csv
SKU003,East,2026-08-16,24,planner_export_east_week32.csv
SKU004,East,2026-08-16,6,planner_export_east_week32.csv
SKU005,East,2026-08-16,23,planner_export_east_week32.csv
SKU006,East,2026-08-16,10,planner_export_east_week32.csv
SKU007,East,2026-08-16,24,planner_export_east_week32.csv
SKU008,East,2026-08-16,7,planner_export_east_week32.csv
SKU001,North,2026-08-16,10,planner_export_north_week32.xlsx
SKU002,North,2026-08-16,7,planner_export_north_week32.xlsx
SKU003,North,2026-08-16,26,planner_export_north_week32.xlsx
SKU004,North,2026-08-16,5,planner_export_north_week32.xlsx
SKU005,North,2026-08-16,11,planner_export_north_week32.xlsx
SKU006,North,2026-08-16,12,planner_export_north_week32.xlsx
SKU007,North,2026-08-16,36,planner_export_north_week32.xlsx
SKU008,North,2026-08-16,5,planner_export_north_week32.xlsx
SKU001,South,2026-08-16,13,planner_export_south_week32.csv
SKU002,South,2026-08-16,9,planner_export_south_week32.csv
SKU003,South,2026-08-16,29,planner_export_south_week32.csv
SKU004,South,2026-08-16,3,planner_export_south_week32.csv
SKU005,South,2026-08-16,20,planner_export_south_week32.csv
SKU006,South,2026-08-16,13,planner_export_south_week32.csv
SKU007,South,2026-08-16,36,planner_export_south_week32.csv
SKU008,South,2026-08-16,6,planner_export_south_week32.csv
SKU001,West,2026-08-16,10,planner_export_west_week32.xlsx
SKU004,West,2026-08-16,6,planner_export_west_week32.xlsx
SKU005,West,2026-08-16,18,planner_export_west_week32.xlsx
SKU006,West,2026-08-16,9,planner_export_west_week32.xlsx
SKU007,West,2026-08-16,23,planner_export_west_week32.xlsx
SKU008,West,2026-08-16,3,planner_export_west_week32.xlsx
